#1
float HeatingLoadProfiles(52561,10)
# time,bld1 (W),bld2 (W),bld3 (W),bld4 (W),bld5 (W),bld6 (W),bld7 (W),bld8 (W),District (W)
4131600,12876.59277,12876.59277,12876.59277,12876.59277,12876.59277,12876.59277,12876.59277,12876.59277,103012.7422
4132200,12863.73535,12863.73535,12863.73535,12863.73535,12863.73535,12863.73535,12863.73535,12863.73535,102909.8828
4132800,12852.29688,12852.29688,12852.29785,12852.29785,12852.29688,12852.29688,12852.29785,12852.29785,102818.3789
4133400,12843.19824,12843.19824,12843.19922,12843.19922,12843.19824,12843.19824,12843.19922,12843.19922,102745.5898
4134000,12837.42188,12837.42188,12837.42188,12837.42188,12837.42188,12837.42188,12837.42188,12837.42188,102699.375
4134600,12834.22461,12834.22461,12834.22461,12834.22461,12834.22461,12834.22461,12834.22461,12834.22461,102673.7969
4135200,12832.51074,12832.51074,12832.51074,12832.51074,12832.51074,12832.51074,12832.51074,12832.51074,102660.0859
4135800,12830.89453,12830.89453,12830.89453,12830.89453,12830.89453,12830.89453,12830.89453,12830.89453,102647.1562
4136400,12827.78613,12827.78613,12827.78613,12827.78613,12827.78613,12827.78613,12827.78613,12827.78613,102622.2891
4137000,12821.27246,12821.27246,12821.27344,12821.27246,12821.27246,12821.27246,12821.27344,12821.27344,102570.1826
4137600,12286.52246,12286.52246,12286.52344,12286.52344,12286.52246,12286.52246,12286.52344,12286.52344,98292.18359
4138200,12031.63086,12031.63086,12031.63184,12031.63184,12031.63086,12031.63086,12031.63184,12031.63184,96253.05078
4138800,11789.39258,11789.39258,11789.39258,11789.39258,11789.39258,11789.39258,11789.39258,11789.39258,94315.14062
4139400,11560.29688,11560.29688,11560.29785,11560.29785,11560.29688,11560.29688,11560.29785,11560.29785,92482.37891
4140000,10640.73438,10640.73438,10640.73535,10640.73535,10640.73438,10640.73438,10640.73535,10640.73535,85125.87891
4140600,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,79485.28906
4141200,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,79485.28906
4141800,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,79485.28906
4142400,8212.470703,8212.470703,8212.470703,8212.470703,8212.470703,8212.470703,8212.470703,8212.470703,65699.76562
4143000,7871.992188,7871.992188,7871.992188,7871.992188,7871.992188,7871.992188,7871.992188,7871.992188,62975.9375
4143600,7599.162598,7599.162598,7599.162598,7599.162598,7599.162598,7599.162598,7599.162598,7599.162598,60793.30078
4144200,7376.01416,7376.01416,7376.014648,7376.014648,7376.01416,7376.01416,7376.014648,7376.014648,59008.11523
4144800,7189.763672,7189.763672,7189.763672,7189.763672,7189.763672,7189.763672,7189.763672,7189.763672,57518.10938
4145400,7572.793945,7572.793945,7572.794434,7572.794434,7572.793945,7572.793945,7572.794434,7572.794434,60582.35352
4146000,7542.06543,7542.06543,7542.065918,7542.065918,7542.06543,7542.06543,7542.065918,7542.065918,60336.52539
4146600,7515.069824,7515.069824,7515.070313,7515.070313,7515.069824,7515.069824,7515.070313,7515.070313,60120.56055
4147200,7493.07959,7493.07959,7493.080078,7493.080078,7493.07959,7493.07959,7493.080078,7493.080078,59944.63867
4147800,7475.192383,7475.192383,7475.192383,7475.192383,7475.192383,7475.192383,7475.192383,7475.192383,59801.53906
4148400,7461.073242,7461.073242,7461.07373,7461.07373,7461.073242,7461.073242,7461.07373,7461.07373,59688.58789
4149000,7450.078125,7450.078125,7450.078613,7450.078613,7450.078125,7450.078125,7450.078613,7450.078613,59600.62695
4149600,7441.584961,7441.584961,7441.585449,7441.585449,7441.584961,7441.584961,7441.585449,7441.585449,59532.68164
4150200,7435.053711,7435.053711,7435.053711,7435.053711,7435.053711,7435.053711,7435.053711,7435.053711,59480.42969
4150800,7430.017578,7430.017578,7430.018066,7430.018066,7430.017578,7430.017578,7430.018066,7430.018066,59440.14258
4151400,7425.970703,7425.970703,7425.971191,7425.971191,7425.970703,7425.970703,7425.971191,7425.971191,59407.76758
4152000,7422.597656,7422.597656,7422.597656,7422.597656,7422.597656,7422.597656,7422.597656,7422.597656,59380.78125
4152600,7420.281738,7420.281738,7420.282227,7420.282227,7420.281738,7420.281738,7420.282227,7420.282227,59362.25586
4153200,7419.572754,7419.572754,7419.573242,7419.573242,7419.572754,7419.572754,7419.573242,7419.573242,59356.58398
4153800,7418.154297,7418.154297,7418.154785,7418.154785,7418.154297,7418.154297,7418.154785,7418.154785,59345.23633
4154400,7415.116211,7415.116211,7415.116699,7415.116699,7415.116211,7415.116211,7415.116699,7415.116699,59320.93164
4155000,7410.065918,7410.065918,7410.065918,7410.066406,7410.065918,7410.065918,7410.065918,7410.065918,59280.52783
4155600,7403.488281,7403.488281,7403.48877,7403.48877,7403.488281,7403.488281,7403.48877,7403.48877,59227.9082
4156200,7395.963379,7395.963379,7395.963379,7395.963379,7395.963379,7395.963379,7395.963379,7395.963379,59167.70703
4156800,7388.54248,7388.54248,7388.542969,7388.542969,7388.54248,7388.54248,7388.542969,7388.542969,59108.3418
4157400,7382.240234,7382.240234,7382.240723,7382.240723,7382.240234,7382.240234,7382.240723,7382.240723,59057.92383
4158000,7377.835449,7377.835449,7377.835449,7377.835449,7377.835449,7377.835449,7377.835449,7377.835449,59022.68359
4158600,7376.008789,7376.008789,7376.008789,7376.008789,7376.008789,7376.008789,7376.008789,7376.008789,59008.07031
4159200,7376.477051,7376.477051,7376.477051,7376.477051,7376.477051,7376.477051,7376.477051,7376.477051,59011.81641
4159800,7378.544922,7378.544922,7378.544922,7378.544922,7378.544922,7378.544922,7378.544922,7378.544922,59028.35938
4160400,7381.101074,7381.101074,7381.101563,7381.101563,7381.101074,7381.101074,7381.101563,7381.101563,59048.81055
4161000,7382.554688,7382.554688,7382.554688,7382.554688,7382.554688,7382.554688,7382.554688,7382.554688,59060.4375
4161600,7383.917969,7383.917969,7383.918457,7383.918457,7383.917969,7383.917969,7383.918457,7383.918457,59071.3457
4162200,7387.36377,7387.36377,7387.36377,7387.36377,7387.36377,7387.36377,7387.36377,7387.36377,59098.91016
4162800,7391.897949,7391.897949,7391.897949,7391.897949,7391.897949,7391.897949,7391.897949,7391.897949,59135.18359
4163400,7397.337402,7397.337402,7397.337402,7397.337402,7397.337402,7397.337402,7397.337402,7397.337402,59178.69922
4164000,7403.759766,7403.759766,7403.759766,7403.759766,7403.759766,7403.759766,7403.759766,7403.759766,59230.07812
4164600,7411.415527,7411.415527,7411.416016,7411.416016,7411.415527,7411.415527,7411.416016,7411.416016,59291.32617
4165200,7420.678711,7420.678711,7420.678711,7420.678711,7420.678711,7420.678711,7420.678711,7420.678711,59365.42969
4165800,7432.096191,7432.096191,7432.096191,7432.096191,7432.096191,7432.096191,7432.096191,7432.096191,59456.76953
4166400,7445.703125,7445.703125,7445.703125,7445.703125,7445.703125,7445.703125,7445.703125,7445.703125,59565.625
4167000,7460.937012,7460.937012,7460.9375,7460.9375,7460.937012,7460.937012,7460.9375,7460.9375,59687.49805
4167600,7477.084961,7477.084961,7477.085449,7477.085449,7477.084961,7477.084961,7477.085449,7477.085449,59816.68164
4168200,7493.300781,7493.300781,7493.300781,7493.300781,7493.300781,7493.300781,7493.300781,7493.300781,59946.40625
4168800,7508.703125,7508.703125,7508.703613,7508.703613,7508.703125,7508.703125,7508.703613,7508.703613,60069.62695
4169400,7522.541504,7522.541504,7522.541504,7522.541504,7522.541504,7522.541504,7522.541504,7522.541504,60180.33203
4170000,7534.831543,7534.831543,7534.831543,7534.831543,7534.831543,7534.831543,7534.831543,7534.831543,60278.65234
4170600,7546.030762,7546.030762,7546.03125,7546.03125,7546.030762,7546.030762,7546.03125,7546.03125,60368.24805
4171200,7556.165039,7556.165039,7556.165039,7556.165039,7556.165039,7556.165039,7556.165039,7556.165039,60449.32031
4171800,7565.15332,7565.15332,7565.153809,7565.153809,7565.15332,7565.15332,7565.153809,7565.153809,60521.22852
4172400,3786.730225,3786.730225,3786.730469,3786.730469,3786.730225,3786.730225,3786.730469,3786.730469,30293.84277
4173000,0,0,0,0,0,0,0,0,0
4173600,0,0,0,0,0,0,0,0,0
4174200,0,0,0,0,0,0,0,0,0
4174800,0,0,0,0,0,0,0,0,0
4175400,0,0,0,0,0,0,0,0,0
4176000,0,0,0,0,0,0,0,0,0
4176600,0,0,0,0,0,0,0,0,0
4177200,0,0,0,0,0,0,0,0,0
4177800,0,0,0,0,0,0,0,0,0
4178400,0,0,0,0,0,0,0,0,0
4179000,0,0,0,0,0,0,0,0,0
4179600,0,0,0,0,0,0,0,0,0
4180200,0,0,0,0,0,0,0,0,0
4180800,0,0,0,0,0,0,0,0,0
4181400,0,0,0,0,0,0,0,0,0
4182000,0,0,0,0,0,0,0,0,0
4182600,0,0,0,0,0,0,0,0,0
4183200,0,0,0,0,0,0,0,0,0
4183800,0,0,0,0,0,0,0,0,0
4184400,0,0,0,0,0,0,0,0,0
4185000,0,0,0,0,0,0,0,0,0
4185600,0,0,0,0,0,0,0,0,0
4186200,0,0,0,0,0,0,0,0,0
4186800,0,0,0,0,0,0,0,0,0
4187400,0,0,0,0,0,0,0,0,0
4188000,0,0,0,0,0,0,0,0,0
4188600,0,0,0,0,0,0,0,0,0
4189200,0,0,0,0,0,0,0,0,0
4189800,0,0,0,0,0,0,0,0,0
4190400,0,0,0,0,0,0,0,0,0
4191000,0,0,0,0,0,0,0,0,0
4191600,0,0,0,0,0,0,0,0,0
4192200,0,0,0,0,0,0,0,0,0
4192800,0,0,0,0,0,0,0,0,0
4193400,0,0,0,0,0,0,0,0,0
4194000,0,0,0,0,0,0,0,0,0
4194600,0,0,0,0,0,0,0,0,0
4195200,0,0,0,0,0,0,0,0,0
4195800,0,0,0,0,0,0,0,0,0
4196400,0,0,0,0,0,0,0,0,0
4197000,221.9072266,221.9072266,221.9075623,221.9075623,221.9072266,221.9072266,221.9075623,221.9075623,1775.259155
4197600,358.3486328,358.3486328,358.3486938,358.3486938,358.3486328,358.3486328,358.3486938,358.3486938,2866.789307
4198200,463.8873596,463.8873596,463.8874207,463.8874207,463.8873596,463.8873596,463.8874207,463.8874207,3711.099121
4198800,562.9312744,562.9312744,562.9313354,562.9313354,562.9312744,562.9312744,562.9313354,562.9313354,4503.450439
4199400,656.9321899,656.9321899,656.932251,656.932251,656.9321899,656.9321899,656.932251,656.932251,5255.457764
4200000,912.6978149,912.6978149,912.697998,912.697998,912.6978149,912.6978149,912.697998,912.697998,7301.583252
4200600,1061.79126,1061.79126,1061.791382,1061.791382,1061.79126,1061.79126,1061.791382,1061.791382,8494.330566
4201200,1204.854248,1204.854248,1204.85437,1204.85437,1204.854248,1204.854248,1204.85437,1204.85437,9638.834473
4201800,1339.94458,1339.94458,1339.944702,1339.944824,1339.94458,1339.94458,1339.944702,1339.944702,10719.55725
4202400,1463.462158,1463.462158,1463.462402,1463.462402,1463.462158,1463.462158,1463.462402,1463.462402,11707.69824
4203000,1577.127197,1577.127197,1577.127319,1577.127319,1577.127197,1577.127197,1577.127319,1577.127319,12617.01807
4203600,1684.317749,1684.317749,1684.317871,1684.317871,1684.317749,1684.317749,1684.317871,1684.317871,13474.54248
4204200,1788.968018,1788.968018,1788.96814,1788.96814,1788.968018,1788.968018,1788.96814,1788.96814,14311.74463
4204800,1894.394165,1894.394165,1894.394287,1894.394287,1894.394165,1894.394165,1894.394287,1894.394287,15155.15381
4205400,2000.886353,2000.886353,2000.886475,2000.886475,2000.886353,2000.886353,2000.886475,2000.886475,16007.09131
4206000,2105.544922,2105.544922,2105.544922,2105.544922,2105.544922,2105.544922,2105.544922,2105.544922,16844.35938
4206600,2208.22583,2208.22583,2208.22583,2208.22583,2208.22583,2208.22583,2208.22583,2208.22583,17665.80664
4207200,2308.85083,2308.85083,2308.85083,2308.85083,2308.85083,2308.85083,2308.85083,2308.85083,18470.80664
4207800,2408.044678,2408.044678,2408.044678,2408.044678,2408.044678,2408.044678,2408.044678,2408.044678,19264.35742
4208400,10927.12891,10927.12891,10927.12891,10927.12891,10927.12891,10927.12891,10927.12891,10927.12891,87417.03125
4209000,19347.2793,19347.2793,19347.2793,19347.2793,19347.2793,19347.2793,19347.2793,19347.2793,154778.2344
4209600,19347.2793,19347.2793,19347.2793,19347.2793,19347.2793,19347.2793,19347.2793,19347.2793,154778.2344
4210200,15911.05957,15911.05957,15911.05957,15911.05957,15911.05957,15911.05957,15911.05957,15911.05957,127288.4766
4210800,15673.8291,15673.8291,15673.8291,15673.8291,15673.8291,15673.8291,15673.8291,15673.8291,125390.6328
4211400,15497.25586,15497.25586,15497.25586,15497.25586,15497.25586,15497.25586,15497.25586,15497.25586,123978.0469
4212000,15361.49219,15361.49219,15361.49219,15361.49219,15361.49219,15361.49219,15361.49219,15361.49219,122891.9375
4212600,15255.18652,15255.18652,15255.18652,15255.18652,15255.18652,15255.18652,15255.18652,15255.18652,122041.4922
4213200,15170.70508,15170.70508,15170.70508,15170.70508,15170.70508,15170.70508,15170.70508,15170.70508,121365.6406
4213800,15102.44629,15102.44629,15102.44629,15102.44629,15102.44629,15102.44629,15102.44629,15102.44629,120819.5703
4214400,15046.36523,15046.36523,15046.36523,15046.36523,15046.36523,15046.36523,15046.36523,15046.36523,120370.9219
4215000,14999.46387,14999.46387,14999.46387,14999.46387,14999.46387,14999.46387,14999.46387,14999.46387,119995.7109
4215600,14959.49023,14959.49023,14959.49023,14959.49023,14959.49023,14959.49023,14959.49023,14959.49023,119675.9219
4216200,14925.14453,14925.14453,14925.14453,14925.14453,14925.14453,14925.14453,14925.14453,14925.14453,119401.1562
4216800,14895.82227,14895.82227,14895.82227,14895.82227,14895.82227,14895.82227,14895.82227,14895.82227,119166.5781
4217400,14870.65137,14870.65137,14870.65137,14870.65137,14870.65137,14870.65137,14870.65137,14870.65137,118965.2109
4218000,14848.81543,14848.81543,14848.81641,14848.81641,14848.81543,14848.81543,14848.81641,14848.81641,118790.5273
4218600,14829.59961,14829.59961,14829.59961,14829.59961,14829.59961,14829.59961,14829.59961,14829.59961,118636.7969
4219200,14812.36914,14812.36914,14812.36914,14812.36914,14812.36914,14812.36914,14812.36914,14812.36914,118498.9531
4219800,14795.99414,14795.99414,14795.99414,14795.99414,14795.99414,14795.99414,14795.99414,14795.99414,118367.9531
4220400,14779.25098,14779.25098,14779.25098,14779.25098,14779.25098,14779.25098,14779.25098,14779.25098,118234.0078
4221000,14761.99219,14761.99219,14761.99219,14761.99219,14761.99219,14761.99219,14761.99219,14761.99219,118095.9375
4221600,14744.54395,14744.54395,14744.54395,14744.54395,14744.54395,14744.54395,14744.54395,14744.54395,117956.3516
4222200,14727.8916,14727.8916,14727.8916,14727.8916,14727.8916,14727.8916,14727.8916,14727.8916,117823.1328
4222800,14713.6377,14713.6377,14713.6377,14713.6377,14713.6377,14713.6377,14713.6377,14713.6377,117709.1016
4223400,14702.59961,14702.59961,14702.59961,14702.59961,14702.59961,14702.59961,14702.59961,14702.59961,117620.7969
4224000,14693.65234,14693.65234,14693.65234,14693.65234,14693.65234,14693.65234,14693.65234,14693.65234,117549.2188
4224600,14686.35449,14686.35449,14686.35449,14686.35449,14686.35449,14686.35449,14686.35449,14686.35449,117490.8359
4225200,14680.3877,14680.3877,14680.3877,14680.3877,14680.3877,14680.3877,14680.3877,14680.3877,117443.1016
4225800,14675.47852,14675.47852,14675.47852,14675.47852,14675.47852,14675.47852,14675.47852,14675.47852,117403.8281
4226400,12303.54883,12303.54883,12303.54883,12303.54883,12303.54883,12303.54883,12303.54883,12303.54883,98428.39062
4227000,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,79485.28906
4227600,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,79485.28906
4228200,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,79485.28906
4228800,11968.96582,11968.96582,11968.96582,11968.96582,11968.96582,11968.96582,11968.96582,11968.96582,95751.72656
4229400,12106.31543,12106.31543,12106.31543,12106.31543,12106.31543,12106.31543,12106.31543,12106.31543,96850.52344
4230000,12204.75,12204.75,12204.75098,12204.75098,12204.75,12204.75,12204.75098,12204.75098,97638.00391
4230600,12288.38086,12288.38086,12288.38184,12288.38184,12288.38086,12288.38086,12288.38184,12288.38184,98307.05078
4231200,12357.8252,12357.8252,12357.8252,12357.8252,12357.8252,12357.8252,12357.8252,12357.8252,98862.60156
4231800,11899.73047,11899.73047,11899.73047,11899.73047,11899.73047,11899.73047,11899.73047,11899.73047,95197.84375
4232400,11738.60254,11738.60254,11738.60352,11738.60352,11738.60254,11738.60254,11738.60352,11738.60352,93908.82422
4233000,11607.02734,11607.02734,11607.02832,11607.02832,11607.02734,11607.02734,11607.02832,11607.02832,92856.22266
4233600,11495.24219,11495.24219,11495.24316,11495.24316,11495.24219,11495.24219,11495.24316,11495.24316,91961.94141
4234200,11396.87305,11396.87305,11396.87305,11396.87305,11396.87305,11396.87305,11396.87305,11396.87305,91174.98438
4234800,11308.81934,11308.81934,11308.81934,11308.81934,11308.81934,11308.81934,11308.81934,11308.81934,90470.55469
4235400,11229.0127,11229.0127,11229.0127,11229.0127,11229.0127,11229.0127,11229.0127,11229.0127,89832.10156
4236000,11155.9502,11155.9502,11155.9502,11155.9502,11155.9502,11155.9502,11155.9502,11155.9502,89247.60156
4236600,11088.6582,11088.6582,11088.6582,11088.6582,11088.6582,11088.6582,11088.6582,11088.6582,88709.26562
4237200,11026.5918,11026.5918,11026.5918,11026.5918,11026.5918,11026.5918,11026.5918,11026.5918,88212.73438
4237800,10969.36133,10969.36133,10969.36133,10969.36133,10969.36133,10969.36133,10969.36133,10969.36133,87754.89062
4238400,10916.52734,10916.52734,10916.52832,10916.52832,10916.52734,10916.52734,10916.52832,10916.52832,87332.22266
4239000,10867.64648,10867.64648,10867.64648,10867.64648,10867.64648,10867.64648,10867.64648,10867.64648,86941.17188
4239600,10822.29492,10822.29492,10822.29492,10822.29492,10822.29492,10822.29492,10822.29492,10822.29492,86578.35938
4240200,10780.0332,10780.0332,10780.0332,10780.0332,10780.0332,10780.0332,10780.0332,10780.0332,86240.26562
4240800,10740.38477,10740.38477,10740.38477,10740.38477,10740.38477,10740.38477,10740.38477,10740.38477,85923.07812
4241400,10704.30176,10704.30176,10704.30176,10704.30176,10704.30176,10704.30176,10704.30176,10704.30176,85634.41406
4242000,10673.54004,10673.54004,10673.54004,10673.54004,10673.54004,10673.54004,10673.54004,10673.54004,85388.32031
4242600,10647.38281,10647.38281,10647.38281,10647.38281,10647.38281,10647.38281,10647.38281,10647.38281,85179.0625
4243200,10624.28223,10624.28223,10624.28223,10624.28223,10624.28223,10624.28223,10624.28223,10624.28223,84994.25781
4243800,10602.51172,10602.51172,10602.5127,10602.5127,10602.51172,10602.51172,10602.5127,10602.5127,84820.09766
4244400,10580.54102,10580.54102,10580.54102,10580.54102,10580.54102,10580.54102,10580.54102,10580.54102,84644.32812
4245000,10557.21582,10557.21582,10557.21582,10557.21582,10557.21582,10557.21582,10557.21582,10557.21582,84457.72656
4245600,10532.5127,10532.5127,10532.5127,10532.5127,10532.5127,10532.5127,10532.5127,10532.5127,84260.10156
4246200,10507.11719,10507.11719,10507.11719,10507.11719,10507.11719,10507.11719,10507.11719,10507.11719,84056.9375
4246800,10481.99023,10481.99023,10481.99023,10481.99023,10481.99023,10481.99023,10481.99023,10481.99023,83855.92188
4247400,10458.28711,10458.28711,10458.28711,10458.28711,10458.28711,10458.28711,10458.28711,10458.28711,83666.29688
4248000,10437.15137,10437.15137,10437.15137,10437.15137,10437.15137,10437.15137,10437.15137,10437.15137,83497.21094
4248600,10420.15332,10420.15332,10420.15332,10420.15332,10420.15332,10420.15332,10420.15332,10420.15332,83361.22656
4249200,10407.74805,10407.74805,10407.74805,10407.74805,10407.74805,10407.74805,10407.74805,10407.74805,83261.98438
4249800,10398.37598,10398.37598,10398.37598,10398.37598,10398.37598,10398.37598,10398.37598,10398.37598,83187.00781
4250400,10389.90625,10389.90625,10389.90625,10389.90625,10389.90625,10389.90625,10389.90625,10389.90625,83119.25
4251000,10379.70605,10379.70605,10379.70605,10379.70605,10379.70605,10379.70605,10379.70605,10379.70605,83037.64844
4251600,10367.61426,10367.61426,10367.61523,10367.61523,10367.61426,10367.61426,10367.61523,10367.61523,82940.91797
4252200,10353.91406,10353.91406,10353.91406,10353.91406,10353.91406,10353.91406,10353.91406,10353.91406,82831.3125
4252800,10339.4873,10339.4873,10339.48828,10339.48828,10339.4873,10339.4873,10339.48828,10339.48828,82715.90234
4253400,10324.9043,10324.9043,10324.9043,10324.9043,10324.9043,10324.9043,10324.9043,10324.9043,82599.23438
4254000,10310.66406,10310.66406,10310.66406,10310.66406,10310.66406,10310.66406,10310.66406,10310.66406,82485.3125
4254600,10297.22754,10297.22754,10297.22754,10297.22754,10297.22754,10297.22754,10297.22754,10297.22754,82377.82031
4255200,10284.88672,10284.88672,10284.88672,10284.88672,10284.88672,10284.88672,10284.88672,10284.88672,82279.09375
4255800,10274.11523,10274.11523,10274.11621,10274.11621,10274.11523,10274.11523,10274.11621,10274.11621,82192.92578
4256400,10265.13867,10265.13867,10265.13867,10265.13867,10265.13867,10265.13867,10265.13867,10265.13867,82121.10938
4257000,10257.26563,10257.26563,10257.26563,10257.26563,10257.26563,10257.26563,10257.26563,10257.26563,82058.125
4257600,10222.80566,10222.80566,10222.80566,10222.80566,10222.80566,10222.80566,10222.80566,10222.80566,81782.44531
4258200,10135.72266,10135.72266,10135.72266,10135.72266,10135.72266,10135.72266,10135.72266,10135.72266,81085.78125
4258800,4989.919434,4989.919434,4989.919434,4989.919434,4989.919434,4989.919434,4989.919434,4989.919434,39919.35547
4259400,0,0,0,0,0,0,0,0,0
4260000,0,0,0,0,0,0,0,0,0
4260600,0,0,0,0,0,0,0,0,0
4261200,0,0,0,0,0,0,0,0,0
4261800,0,0,0,0,0,0,0,0,0
4262400,0,0,0,0,0,0,0,0,0
4263000,0,0,0,0,0,0,0,0,0
4263600,0,0,0,0,0,0,0,0,0
4264200,0,0,0,0,0,0,0,0,0
4264800,0,0,0,0,0,0,0,0,0
4265400,0,0,0,0,0,0,0,0,0
4266000,0,0,0,0,0,0,0,0,0
4266600,0,0,0,0,0,0,0,0,0
4267200,0,0,0,0,0,0,0,0,0
4267800,0,0,0,0,0,0,0,0,0
4268400,0,0,0,0,0,0,0,0,0
4269000,0,0,0,0,0,0,0,0,0
4269600,0,0,0,0,0,0,0,0,0
4270200,0,0,0,0,0,0,0,0,0
4270800,0,0,0,0,0,0,0,0,0
4271400,0,0,0,0,0,0,0,0,0
4272000,0,0,0,0,0,0,0,0,0
4272600,0,0,0,0,0,0,0,0,0
4273200,0,0,0,0,0,0,0,0,0
4273800,0,0,0,0,0,0,0,0,0
4274400,0,0,0,0,0,0,0,0,0
4275000,0,0,0,0,0,0,0,0,0
4275600,0,0,0,0,0,0,0,0,0
4276200,0,0,0,0,0,0,0,0,0
4276800,0,0,0,0,0,0,0,0,0
4277400,0,0,0,0,0,0,0,0,0
4278000,0,0,0,0,0,0,0,0,0
4278600,0,0,0,0,0,0,0,0,0
4279200,0,0,0,0,0,0,0,0,0
4279800,0,0,0,0,0,0,0,0,0
4280400,0,0,0,0,0,0,0,0,0
4281000,0,0,0,0,0,0,0,0,0
4281600,0,0,0,0,0,0,0,0,0
4282200,0,0,0,0,0,0,0,0,0
4282800,0,0,0,0,0,0,0,0,0
4283400,0,0,0,0,0,0,0,0,0
4284000,0,0,0,0,0,0,0,0,0
4284600,0,0,0,0,0,0,0,0,0
4285200,0,0,0,0,0,0,0,0,0
4285800,0,0,0,0,0,0,0,0,0
4286400,0,0,0,0,0,0,0,0,0
4287000,0,0,0,0,0,0,0,0,0
4287600,0,0,0,0,0,0,0,0,0
4288200,0,0,0,0,0,0,0,0,0
4288800,0,0,0,0,0,0,0,0,0
4289400,0,0,0,0,0,0,0,0,0
4290000,0,0,0,0,0,0,0,0,0
4290600,0,0,0,0,0,0,0,0,0
4291200,0,0,0,0,0,0,0,0,0
4291800,0,0,0,0,0,0,0,0,0
4292400,0,0,0,0,0,0,0,0,0
4293000,0,0,0,0,0,0,0,0,0
4293600,0,0,0,0,0,0,0,0,0
4294200,0,0,0,0,0,0,0,0,0
4294800,9673.639648,9673.639648,9673.639648,9673.639648,9673.639648,9673.639648,9673.639648,9673.639648,77389.11719
4295400,10626.5293,10626.5293,10626.5293,10626.5293,10626.5293,10626.5293,10626.5293,10626.5293,85012.23438
4296000,10660.10254,10660.10254,10660.10254,10660.10254,10660.10254,10660.10254,10660.10254,10660.10254,85280.82031
4296600,10747.08984,10747.08984,10747.08984,10747.08984,10747.08984,10747.08984,10747.08984,10747.08984,85976.71875
4297200,10791.17871,10791.17871,10791.17871,10791.17871,10791.17871,10791.17871,10791.17871,10791.17871,86329.42969
4297800,10860.79102,10860.79102,10860.79102,10860.79102,10860.79102,10860.79102,10860.79102,10860.79102,86886.32812
4298400,10891.72266,10891.72266,10891.72266,10891.72266,10891.72266,10891.72266,10891.72266,10891.72266,87133.78125
4299000,10920.56641,10920.56641,10920.56641,10920.56641,10920.56641,10920.56641,10920.56641,10920.56641,87364.53125
4299600,10959.26563,10959.26563,10959.26563,10959.26563,10959.26563,10959.26563,10959.26563,10959.26563,87674.125
4300200,10994.44238,10994.44238,10994.44238,10994.44238,10994.44238,10994.44238,10994.44238,10994.44238,87955.53906
4300800,10386.02051,10386.02051,10386.02051,10386.02051,10386.02051,10386.02051,10386.02051,10386.02051,83088.16406
4301400,10117.53711,10117.53711,10117.53711,10117.53711,10117.53711,10117.53711,10117.53711,10117.53711,80940.29688
4302000,9918.151367,9918.151367,9918.151367,9918.151367,9918.151367,9918.151367,9918.151367,9918.151367,79345.21094
4302600,9688.611328,9688.611328,9688.611328,9688.611328,9688.611328,9688.611328,9688.611328,9688.611328,77508.89062
4303200,9477.380859,9477.380859,9477.380859,9477.380859,9477.380859,9477.380859,9477.380859,9477.380859,75819.04688
4303800,9205.808594,9205.808594,9205.808594,9205.808594,9205.808594,9205.808594,9205.808594,9205.808594,73646.46875
4304400,9097.229492,9097.229492,9097.229492,9097.229492,9097.229492,9097.229492,9097.229492,9097.229492,72777.83594
4305000,8928.357422,8928.357422,8928.357422,8928.357422,8928.357422,8928.357422,8928.357422,8928.357422,71426.85938
4305600,8771.499023,8771.499023,8771.499023,8771.499023,8771.499023,8771.499023,8771.499023,8771.499023,70171.99219
4306200,8623.916016,8623.916016,8623.916016,8623.916016,8623.916016,8623.916016,8623.916016,8623.916016,68991.32812
4306800,8482.871094,8482.871094,8482.871094,8482.871094,8482.871094,8482.871094,8482.871094,8482.871094,67862.96875
4307400,8347.608398,8347.608398,8347.608398,8347.608398,8347.608398,8347.608398,8347.608398,8347.608398,66780.86719
4308000,8218.0625,8218.0625,8218.0625,8218.0625,8218.0625,8218.0625,8218.0625,8218.0625,65744.5
4308600,8094.974121,8094.974121,8094.974121,8094.974121,8094.974121,8094.974121,8094.974121,8094.974121,64759.79297
4309200,7980.013184,7980.013184,7980.013184,7980.013184,7980.013184,7980.013184,7980.013184,7980.013184,63840.10547
4309800,7874.621582,7874.621582,7874.621582,7874.621582,7874.621582,7874.621582,7874.621582,7874.621582,62996.97266
4310400,7778.014648,7778.014648,7778.014648,7778.014648,7778.014648,7778.014648,7778.014648,7778.014648,62224.11719
4311000,7688.791992,7688.791992,7688.791992,7688.791992,7688.791992,7688.791992,7688.791992,7688.791992,61510.33594
4311600,7605.289063,7605.289063,7605.289063,7605.289063,7605.289063,7605.289063,7605.289063,7605.289063,60842.3125
