#1
float HeatingLoadProfiles(52561,10)
# time,bld1 (W),bld2 (W),bld3 (W),bld4 (W),bld5 (W),bld6 (W),bld7 (W),bld8 (W),District (W)
27639600,5702.595215,5702.595215,5702.595215,5702.595215,5702.595215,5702.595215,5702.595215,5702.595215,45620.76172
27640200,5647.16748,5647.16748,5647.16748,5647.16748,5647.16748,5647.16748,5647.16748,5647.16748,45177.33984
27640800,7765.347656,7765.347656,7765.347656,7765.347656,7765.347656,7765.347656,7765.347656,7765.347656,62122.78125
27641400,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,79485.28906
27642000,7991.150879,7991.150879,7991.150879,7991.150879,7991.150879,7991.150879,7991.150879,7991.150879,63929.20703
27642600,6128.709473,6128.709473,6128.709473,6128.709473,6128.709473,6128.709473,6128.709473,6128.709473,49029.67578
27643200,5835.508301,5835.508301,5835.508301,5835.508301,5835.508301,5835.508301,5835.508301,5835.508301,46684.06641
27643800,5603.647461,5603.647461,5603.647461,5603.647461,5603.647461,5603.647461,5603.647461,5603.647461,44829.17969
27644400,5415.181641,5415.181641,5415.181641,5415.181641,5415.181641,5415.181641,5415.181641,5415.181641,43321.45312
27645000,5258.984375,5258.984375,5258.984375,5258.984375,5258.984375,5258.984375,5258.984375,5258.984375,42071.875
27645600,5126.946289,5126.946289,5126.946289,5126.946289,5126.946289,5126.946289,5126.946289,5126.946289,41015.57031
27646200,5013.28418,5013.28418,5013.28418,5013.28418,5013.28418,5013.28418,5013.28418,5013.28418,40106.27344
27646800,4913.720703,4913.720703,4913.720703,4913.720703,4913.720703,4913.720703,4913.720703,4913.720703,39309.76562
27647400,4825.04248,4825.04248,4825.04248,4825.04248,4825.04248,4825.04248,4825.04248,4825.04248,38600.33984
27648000,4744.783691,4744.783691,4744.783691,4744.783691,4744.783691,4744.783691,4744.783691,4744.783691,37958.26953
27648600,4671.241699,4671.241699,4671.241699,4671.241699,4671.241699,4671.241699,4671.241699,4671.241699,37369.93359
27649200,4603.463379,4603.463379,4603.463379,4603.463379,4603.463379,4603.463379,4603.463379,4603.463379,36827.70703
27649800,4540.592773,4540.592773,4540.592773,4540.592773,4540.592773,4540.592773,4540.592773,4540.592773,36324.74219
27650400,4481.911621,4481.911621,4481.911621,4481.911621,4481.911621,4481.911621,4481.911621,4481.911621,35855.29297
27651000,4426.848145,4426.848145,4426.848145,4426.848145,4426.848145,4426.848145,4426.848145,4426.848145,35414.78516
27651600,4374.936523,4374.936523,4374.936523,4374.936523,4374.936523,4374.936523,4374.936523,4374.936523,34999.49219
27652200,4326.388184,4326.388184,4326.388184,4326.388184,4326.388184,4326.388184,4326.388184,4326.388184,34611.10547
27652800,4281.278809,4281.278809,4281.278809,4281.278809,4281.278809,4281.278809,4281.278809,4281.278809,34250.23047
27653400,4238.749023,4238.749023,4238.749023,4238.749023,4238.749023,4238.749023,4238.749023,4238.749023,33909.99219
27654000,4197.95166,4197.95166,4197.95166,4197.95166,4197.95166,4197.95166,4197.95166,4197.95166,33583.61328
27654600,4158.181152,4158.181152,4158.181152,4158.181152,4158.181152,4158.181152,4158.181152,4158.181152,33265.44922
27655200,4118.927734,4118.927734,4118.927734,4118.927734,4118.927734,4118.927734,4118.927734,4118.927734,32951.42188
27655800,4078.762451,4078.762451,4078.762451,4078.762451,4078.762451,4078.762451,4078.762451,4078.762451,32630.09961
27656400,4036.571289,4036.571289,4036.571289,4036.571289,4036.571289,4036.571289,4036.571289,4036.571289,32292.57031
27657000,3993.221436,3993.221436,3993.221436,3993.221436,3993.221436,3993.221436,3993.221436,3993.221436,31945.77148
27657600,3950.041016,3950.041016,3950.041016,3950.041016,3950.041016,3950.041016,3950.041016,3950.041016,31600.32812
27658200,3908.671387,3908.671387,3908.671387,3908.671387,3908.671387,3908.671387,3908.671387,3908.671387,31269.37109
27658800,3870.956543,3870.956543,3870.956543,3870.956543,3870.956543,3870.956543,3870.956543,3870.956543,30967.65234
27659400,3837.354004,3837.354004,3837.354004,3837.354004,3837.354004,3837.354004,3837.354004,3837.354004,30698.83203
27660000,3806.513916,3806.513916,3806.513916,3806.513916,3806.513916,3806.513916,3806.513916,3806.513916,30452.11133
27660600,3777.947266,3777.947266,3777.947266,3777.947266,3777.947266,3777.947266,3777.947266,3777.947266,30223.57812
27661200,3751.199463,3751.199463,3751.199463,3751.199463,3751.199463,3751.199463,3751.199463,3751.199463,30009.5957
27661800,3725.713135,3725.713135,3725.713135,3725.713135,3725.713135,3725.713135,3725.713135,3725.713135,29805.70508
27662400,3700.928223,3700.928223,3700.928223,3700.928223,3700.928223,3700.928223,3700.928223,3700.928223,29607.42578
27663000,3676.953857,3676.953857,3676.953857,3676.953857,3676.953857,3676.953857,3676.953857,3676.953857,29415.63086
27663600,3654.366943,3654.366943,3654.366943,3654.366943,3654.366943,3654.366943,3654.366943,3654.366943,29234.93555
27664200,3632.915283,3632.915283,3632.915283,3632.915283,3632.915283,3632.915283,3632.915283,3632.915283,29063.32227
27664800,3612.269043,3612.269043,3612.269043,3612.269043,3612.269043,3612.269043,3612.269043,3612.269043,28898.15234
27665400,3592.025391,3592.025391,3592.025391,3592.025391,3592.025391,3592.025391,3592.025391,3592.025391,28736.20312
27666000,3571.8479,3571.8479,3571.8479,3571.8479,3571.8479,3571.8479,3571.8479,3571.8479,28574.7832
27666600,3551.473145,3551.473145,3551.473145,3551.473145,3551.473145,3551.473145,3551.473145,3551.473145,28411.78516
27667200,3530.894531,3530.894531,3530.894531,3530.894531,3530.894531,3530.894531,3530.894531,3530.894531,28247.15625
27667800,3510.332764,3510.332764,3510.332764,3510.332764,3510.332764,3510.332764,3510.332764,3510.332764,28082.66211
27668400,3490.071289,3490.071289,3490.071289,3490.071289,3490.071289,3490.071289,3490.071289,3490.071289,27920.57031
27669000,3470.43457,3470.43457,3470.43457,3470.43457,3470.43457,3470.43457,3470.43457,3470.43457,27763.47656
27669600,3451.766602,3451.766602,3451.766602,3451.766602,3451.766602,3451.766602,3451.766602,3451.766602,27614.13281
27670200,3434.340088,3434.340088,3434.340088,3434.340088,3434.340088,3434.340088,3434.340088,3434.340088,27474.7207
27670800,3418.088867,3418.088867,3418.088867,3418.088867,3418.088867,3418.088867,3418.088867,3418.088867,27344.71094
27671400,3402.766602,3402.766602,3402.766602,3402.766602,3402.766602,3402.766602,3402.766602,3402.766602,27222.13281
27672000,3387.949707,3387.949707,3387.949707,3387.949707,3387.949707,3387.949707,3387.949707,3387.949707,27103.59766
27672600,3373.036377,3373.036377,3373.036377,3373.036377,3373.036377,3373.036377,3373.036377,3373.036377,26984.29102
27673200,1744.897095,1744.897095,1744.897095,1744.897095,1744.897095,1744.897095,1744.897095,1744.897095,13959.17676
27673800,0,0,0,0,0,0,0,0,0
27674400,0,0,0,0,0,0,0,0,0
27675000,0,0,0,0,0,0,0,0,0
27675600,0,0,0,0,0,0,0,0,0
27676200,0,0,0,0,0,0,0,0,0
27676800,0,0,0,0,0,0,0,0,0
27677400,0,0,0,0,0,0,0,0,0
27678000,0,0,0,0,0,0,0,0,0
27678600,0,0,0,0,0,0,0,0,0
27679200,0,0,0,0,0,0,0,0,0
27679800,0,0,0,0,0,0,0,0,0
27680400,0,0,0,0,0,0,0,0,0
27681000,0,0,0,0,0,0,0,0,0
27681600,0,0,0,0,0,0,0,0,0
27682200,0,0,0,0,0,0,0,0,0
27682800,0,0,0,0,0,0,0,0,0
27683400,0,0,0,0,0,0,0,0,0
27684000,0,0,0,0,0,0,0,0,0
27684600,0,0,0,0,0,0,0,0,0
27685200,0,0,0,0,0,0,0,0,0
27685800,0,0,0,0,0,0,0,0,0
27686400,0,0,0,0,0,0,0,0,0
27687000,0,0,0,0,0,0,0,0,0
27687600,0,0,0,0,0,0,0,0,0
27688200,0,0,0,0,0,0,0,0,0
27688800,0,0,0,0,0,0,0,0,0
27689400,0,0,0,0,0,0,0,0,0
27690000,0,0,0,0,0,0,0,0,0
27690600,0,0,0,0,0,0,0,0,0
27691200,0,0,0,0,0,0,0,0,0
27691800,0,0,0,0,0,0,0,0,0
27692400,0,0,0,0,0,0,0,0,0
27693000,0,0,0,0,0,0,0,0,0
27693600,0,0,0,0,0,0,0,0,0
27694200,0,0,0,0,0,0,0,0,0
27694800,0,0,0,0,0,0,0,0,0
27695400,0,0,0,0,0,0,0,0,0
27696000,0,0,0,0,0,0,0,0,0
27696600,0,0,0,0,0,0,0,0,0
27697200,0,0,0,0,0,0,0,0,0
27697800,0,0,0,0,0,0,0,0,0
27698400,0,0,0,0,0,0,0,0,0
27699000,0,0,0,0,0,0,0,0,0
27699600,0,0,0,0,0,0,0,0,0
27700200,0,0,0,0,0,0,0,0,0
27700800,0,0,0,0,0,0,0,0,0
27701400,0,0,0,0,0,0,0,0,0
27702000,0,0,0,0,0,0,0,0,0
27702600,0,0,0,0,0,0,0,0,0
27703200,0,0,0,0,0,0,0,0,0
27703800,0,0,0,0,0,0,0,0,0
27704400,0,0,0,0,0,0,0,0,0
27705000,0,0,0,0,0,0,0,0,0
27705600,0,0,0,0,0,0,0,0,0
27706200,0,0,0,0,0,0,0,0,0
27706800,0,0,0,0,0,0,0,0,0
27707400,0,0,0,0,0,0,0,0,0
27708000,0,0,0,0,0,0,0,0,0
27708600,0,0,0,0,0,0,0,0,0
27709200,9673.639648,9673.639648,9673.639648,9673.639648,9673.639648,9673.639648,9673.639648,9673.639648,77389.11719
27709800,11107.28418,11107.28418,11107.28418,11107.28418,11107.28418,11107.28418,11107.28418,11107.28418,88858.27344
27710400,11030.92969,11030.92969,11030.92969,11030.92969,11030.92969,11030.92969,11030.92969,11030.92969,88247.4375
27711000,11008.73438,11008.73438,11008.73438,11008.73438,11008.73438,11008.73438,11008.73438,11008.73438,88069.875
27711600,10997.49121,10997.49121,10997.49121,10997.49121,10997.49121,10997.49121,10997.49121,10997.49121,87979.92969
27712200,10992.40918,10992.40918,10992.40918,10992.40918,10992.40918,10992.40918,10992.40918,10992.40918,87939.27344
27712800,10991.60352,10991.60352,10991.60352,10991.60352,10991.60352,10991.60352,10991.60352,10991.60352,87932.82812
27713400,10055.39844,10055.39844,10055.39844,10055.39844,10055.39844,10055.39844,10055.39844,10055.39844,80443.1875
27714000,9710.053711,9710.053711,9710.053711,9710.053711,9710.053711,9710.053711,9710.053711,9710.053711,77680.42969
27714600,9408.09668,9408.09668,9408.09668,9408.09668,9408.09668,9408.09668,9408.09668,9408.09668,75264.77344
27715200,9140.633789,9140.633789,9140.633789,9140.633789,9140.633789,9140.633789,9140.633789,9140.633789,73125.07031
27715800,8900.860352,8900.860352,8900.860352,8900.860352,8900.860352,8900.860352,8900.860352,8900.860352,71206.88281
27716400,8684.041016,8684.041016,8684.041016,8684.041016,8684.041016,8684.041016,8684.041016,8684.041016,69472.32812
27717000,8487.430664,8487.430664,8487.430664,8487.430664,8487.430664,8487.430664,8487.430664,8487.430664,67899.44531
27717600,8308.908203,8308.908203,8308.908203,8308.908203,8308.908203,8308.908203,8308.908203,8308.908203,66471.26562
27718200,8145.614258,8145.614258,8145.614258,8145.614258,8145.614258,8145.614258,8145.614258,8145.614258,65164.91406
27718800,7994.873047,7994.873047,7994.873047,7994.873047,7994.873047,7994.873047,7994.873047,7994.873047,63958.98438
27719400,7854.226074,7854.226074,7854.226074,7854.226074,7854.226074,7854.226074,7854.226074,7854.226074,62833.80859
27720000,7721.368164,7721.368164,7721.368164,7721.368164,7721.368164,7721.368164,7721.368164,7721.368164,61770.94531
27720600,7594.296875,7594.296875,7594.296875,7594.296875,7594.296875,7594.296875,7594.296875,7594.296875,60754.375
27721200,7472.144043,7472.144043,7472.144043,7472.144043,7472.144043,7472.144043,7472.144043,7472.144043,59777.15234
27721800,7354.787598,7354.787598,7354.787598,7354.787598,7354.787598,7354.787598,7354.787598,7354.787598,58838.30078
27722400,7242.512207,7242.512207,7242.512207,7242.512207,7242.512207,7242.512207,7242.512207,7242.512207,57940.09766
27723000,7135.885742,7135.885742,7135.885742,7135.885742,7135.885742,7135.885742,7135.885742,7135.885742,57087.08594
27723600,7035.687012,7035.687012,7035.687012,7035.687012,7035.687012,7035.687012,7035.687012,7035.687012,56285.49609
27724200,6941.69043,6941.69043,6941.69043,6941.69043,6941.69043,6941.69043,6941.69043,6941.69043,55533.52344
27724800,6852.568848,6852.568848,6852.568848,6852.568848,6852.568848,6852.568848,6852.568848,6852.568848,54820.55078
27725400,6767.907715,6767.907715,6767.907715,6767.907715,6767.907715,6767.907715,6767.907715,6767.907715,54143.26172
27726000,6687.379395,6687.379395,6687.379395,6687.379395,6687.379395,6687.379395,6687.379395,6687.379395,53499.03516
27726600,6610.680664,6610.680664,6610.680664,6610.680664,6610.680664,6610.680664,6610.680664,6610.680664,52885.44531
27727200,8236.615234,8236.615234,8236.615234,8236.615234,8236.615234,8236.615234,8236.615234,8236.615234,65892.92188
27727800,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,79485.28906
27728400,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,79485.28906
27729000,6727.739746,6727.739746,6727.739746,6727.739746,6727.739746,6727.739746,6727.739746,6727.739746,53821.91797
27729600,6403.744141,6403.744141,6403.744141,6403.744141,6403.744141,6403.744141,6403.744141,6403.744141,51229.95312
27730200,6146.660156,6146.660156,6146.660156,6146.660156,6146.660156,6146.660156,6146.660156,6146.660156,49173.28125
27730800,5936.429199,5936.429199,5936.429199,5936.429199,5936.429199,5936.429199,5936.429199,5936.429199,47491.43359
27731400,5760.904297,5760.904297,5760.904297,5760.904297,5760.904297,5760.904297,5760.904297,5760.904297,46087.23438
27732000,5612.024414,5612.024414,5612.024414,5612.024414,5612.024414,5612.024414,5612.024414,5612.024414,44896.19531
27732600,5483.572754,5483.572754,5483.572754,5483.572754,5483.572754,5483.572754,5483.572754,5483.572754,43868.58203
27733200,5370.931641,5370.931641,5370.931641,5370.931641,5370.931641,5370.931641,5370.931641,5370.931641,42967.45312
27733800,5270.64209,5270.64209,5270.64209,5270.64209,5270.64209,5270.64209,5270.64209,5270.64209,42165.13672
27734400,5180.060547,5180.060547,5180.060547,5180.060547,5180.060547,5180.060547,5180.060547,5180.060547,41440.48438
27735000,5097.203125,5097.203125,5097.203125,5097.203125,5097.203125,5097.203125,5097.203125,5097.203125,40777.625
27735600,5020.768066,5020.768066,5020.768066,5020.768066,5020.768066,5020.768066,5020.768066,5020.768066,40166.14453
27736200,4949.780762,4949.780762,4949.780762,4949.780762,4949.780762,4949.780762,4949.780762,4949.780762,39598.24609
27736800,4883.546875,4883.546875,4883.546875,4883.546875,4883.546875,4883.546875,4883.546875,4883.546875,39068.375
27737400,4821.59082,4821.59082,4821.59082,4821.59082,4821.59082,4821.59082,4821.59082,4821.59082,38572.72656
27738000,4763.597656,4763.597656,4763.597656,4763.597656,4763.597656,4763.597656,4763.597656,4763.597656,38108.78125
27738600,4709.233398,4709.233398,4709.233398,4709.233398,4709.233398,4709.233398,4709.233398,4709.233398,37673.86719
27739200,4658.011719,4658.011719,4658.011719,4658.011719,4658.011719,4658.011719,4658.011719,4658.011719,37264.09375
27739800,4609.625,4609.625,4609.625,4609.625,4609.625,4609.625,4609.625,4609.625,36877
27740400,4563.795898,4563.795898,4563.795898,4563.795898,4563.795898,4563.795898,4563.795898,4563.795898,36510.36719
27741000,4520.302246,4520.302246,4520.302246,4520.302246,4520.302246,4520.302246,4520.302246,4520.302246,36162.41797
27741600,4478.943359,4478.943359,4478.943359,4478.943359,4478.943359,4478.943359,4478.943359,4478.943359,35831.54688
27742200,4439.664063,4439.664063,4439.664063,4439.664063,4439.664063,4439.664063,4439.664063,4439.664063,35517.3125
27742800,4402.463379,4402.463379,4402.463379,4402.463379,4402.463379,4402.463379,4402.463379,4402.463379,35219.70703
27743400,4367.122559,4367.122559,4367.122559,4367.122559,4367.122559,4367.122559,4367.122559,4367.122559,34936.98047
27744000,4333.391113,4333.391113,4333.391113,4333.391113,4333.391113,4333.391113,4333.391113,4333.391113,34667.12891
27744600,4301.03418,4301.03418,4301.03418,4301.03418,4301.03418,4301.03418,4301.03418,4301.03418,34408.27344
27745200,4269.840332,4269.840332,4269.840332,4269.840332,4269.840332,4269.840332,4269.840332,4269.840332,34158.72266
27745800,4238.888184,4238.888184,4238.888184,4238.888184,4238.888184,4238.888184,4238.888184,4238.888184,33911.10547
27746400,4207.310059,4207.310059,4207.310059,4207.310059,4207.310059,4207.310059,4207.310059,4207.310059,33658.48047
27747000,4175.400879,4175.400879,4175.400879,4175.400879,4175.400879,4175.400879,4175.400879,4175.400879,33403.20703
27747600,4143.722656,4143.722656,4143.722656,4143.722656,4143.722656,4143.722656,4143.722656,4143.722656,33149.78125
27748200,4113.054199,4113.054199,4113.054199,4113.054199,4113.054199,4113.054199,4113.054199,4113.054199,32904.43359
27748800,4084.322266,4084.322266,4084.322266,4084.322266,4084.322266,4084.322266,4084.322266,4084.322266,32674.57812
27749400,4058.365967,4058.365967,4058.365967,4058.365967,4058.365967,4058.365967,4058.365967,4058.365967,32466.92773
27750000,4035.141357,4035.141357,4035.141357,4035.141357,4035.141357,4035.141357,4035.141357,4035.141357,32281.13086
27750600,4014.113525,4014.113525,4014.113525,4014.113525,4014.113525,4014.113525,4014.113525,4014.113525,32112.9082
27751200,3994.558838,3994.558838,3994.558838,3994.558838,3994.558838,3994.558838,3994.558838,3994.558838,31956.4707
27751800,4127.367676,4127.367676,4127.367676,4127.367676,4127.367676,4127.367676,4127.367676,4127.367676,33018.94141
27752400,4160.243652,4160.243652,4160.243652,4160.243652,4160.243652,4160.243652,4160.243652,4160.243652,33281.94922
27753000,4187.199219,4187.199219,4187.199219,4187.199219,4187.199219,4187.199219,4187.199219,4187.199219,33497.59375
27753600,4211.12207,4211.12207,4211.12207,4211.12207,4211.12207,4211.12207,4211.12207,4211.12207,33688.97656
27754200,4232.631348,4232.631348,4232.631348,4232.631348,4232.631348,4232.631348,4232.631348,4232.631348,33861.05078
27754800,4252.325195,4252.325195,4252.325195,4252.325195,4252.325195,4252.325195,4252.325195,4252.325195,34018.60156
27755400,4270.990723,4270.990723,4270.990723,4270.990723,4270.990723,4270.990723,4270.990723,4270.990723,34167.92578
27756000,4289.692871,4289.692871,4289.692871,4289.692871,4289.692871,4289.692871,4289.692871,4289.692871,34317.54297
27756600,4309.092773,4309.092773,4309.092773,4309.092773,4309.092773,4309.092773,4309.092773,4309.092773,34472.74219
27757200,4328.800781,4328.800781,4328.800781,4328.800781,4328.800781,4328.800781,4328.800781,4328.800781,34630.40625
27757800,4348.602051,4348.602051,4348.602051,4348.602051,4348.602051,4348.602051,4348.602051,4348.602051,34788.81641
27758400,4368.272461,4368.272461,4368.272461,4368.272461,4368.272461,4368.272461,4368.272461,4368.272461,34946.17969
27759000,4387.566406,4387.566406,4387.566406,4387.566406,4387.566406,4387.566406,4387.566406,4387.566406,35100.53125
27759600,2203.115967,2203.115967,2203.115967,2203.115967,2203.115967,2203.115967,2203.115967,2203.115967,17624.92773
27760200,0,0,0,0,0,0,0,0,0
27760800,0,0,0,0,0,0,0,0,0
27761400,0,0,0,0,0,0,0,0,0
27762000,0,0,0,0,0,0,0,0,0
27762600,0,0,0,0,0,0,0,0,0
27763200,0,0,0,0,0,0,0,0,0
27763800,0,0,0,0,0,0,0,0,0
27764400,0,0,0,0,0,0,0,0,0
27765000,0,0,0,0,0,0,0,0,0
27765600,0,0,0,0,0,0,0,0,0
27766200,0,0,0,0,0,0,0,0,0
27766800,0,0,0,0,0,0,0,0,0
27767400,0,0,0,0,0,0,0,0,0
27768000,0,0,0,0,0,0,0,0,0
27768600,0,0,0,0,0,0,0,0,0
27769200,0,0,0,0,0,0,0,0,0
27769800,0,0,0,0,0,0,0,0,0
27770400,0,0,0,0,0,0,0,0,0
27771000,0,0,0,0,0,0,0,0,0
27771600,0,0,0,0,0,0,0,0,0
27772200,0,0,0,0,0,0,0,0,0
27772800,0,0,0,0,0,0,0,0,0
27773400,0,0,0,0,0,0,0,0,0
27774000,0,0,0,0,0,0,0,0,0
27774600,0,0,0,0,0,0,0,0,0
27775200,0,0,0,0,0,0,0,0,0
27775800,0,0,0,0,0,0,0,0,0
27776400,0,0,0,0,0,0,0,0,0
27777000,0,0,0,0,0,0,0,0,0
27777600,0,0,0,0,0,0,0,0,0
27778200,0,0,0,0,0,0,0,0,0
27778800,0,0,0,0,0,0,0,0,0
27779400,0,0,0,0,0,0,0,0,0
27780000,0,0,0,0,0,0,0,0,0
27780600,0,0,0,0,0,0,0,0,0
27781200,0,0,0,0,0,0,0,0,0
27781800,0,0,0,0,0,0,0,0,0
27782400,0,0,0,0,0,0,0,0,0
27783000,0,0,0,0,0,0,0,0,0
27783600,0,0,0,0,0,0,0,0,0
27784200,0,0,0,0,0,0,0,0,0
27784800,0,0,0,0,0,0,0,0,0
27785400,0,0,0,0,0,0,0,0,0
27786000,0,0,0,0,0,0,0,0,0
27786600,0,0,0,0,0,0,0,0,0
27787200,0,0,0,0,0,0,0,0,0
27787800,0,0,0,0,0,0,0,0,0
27788400,0,0,0,0,0,0,0,0,0
27789000,0,0,0,0,0,0,0,0,0
27789600,0,0,0,0,0,0,0,0,0
27790200,0,0,0,0,0,0,0,0,0
27790800,0,0,0,0,0,0,0,0,0
27791400,0,0,0,0,0,0,0,0,0
27792000,0,0,0,0,0,0,0,0,0
27792600,0,0,0,0,0,0,0,0,0
27793200,0,0,0,0,0,0,0,0,0
27793800,0,0,0,0,0,0,0,0,0
27794400,0,0,0,0,0,0,0,0,0
27795000,0,0,0,0,0,0,0,0,0
27795600,9673.639648,9673.639648,9673.639648,9673.639648,9673.639648,9673.639648,9673.639648,9673.639648,77389.11719
27796200,19347.2793,19347.2793,19347.2793,19347.2793,19347.2793,19347.2793,19347.2793,19347.2793,154778.2344
27796800,12898.31348,12898.31348,12898.31348,12898.31348,12898.31348,12898.31348,12898.31348,12898.31348,103186.5078
27797400,12753.99414,12753.99414,12753.99414,12753.99414,12753.99414,12753.99414,12753.99414,12753.99414,102031.9531
27798000,12653.29199,12653.29199,12653.29199,12653.29199,12653.29199,12653.29199,12653.29199,12653.29199,101226.3359
27798600,12576.27441,12576.27441,12576.27441,12576.27441,12576.27441,12576.27441,12576.27441,12576.27441,100610.1953
27799200,12514.91699,12514.91699,12514.91699,12514.91699,12514.91699,12514.91699,12514.91699,12514.91699,100119.3359
27799800,12464.5293,12464.5293,12464.5293,12464.5293,12464.5293,12464.5293,12464.5293,12464.5293,99716.23438
27800400,12422.05957,12422.05957,12422.05957,12422.05957,12422.05957,12422.05957,12422.05957,12422.05957,99376.47656
27801000,12385.54492,12385.54492,12385.54492,12385.54492,12385.54492,12385.54492,12385.54492,12385.54492,99084.35938
27801600,12353.77344,12353.77344,12353.77344,12353.77344,12353.77344,12353.77344,12353.77344,12353.77344,98830.1875
27802200,12326.06934,12326.06934,12326.06934,12326.06934,12326.06934,12326.06934,12326.06934,12326.06934,98608.55469
27802800,12302.19238,12302.19238,12302.19238,12302.19238,12302.19238,12302.19238,12302.19238,12302.19238,98417.53906
27803400,11704.17188,11704.17188,11704.17188,11704.17188,11704.17188,11704.17188,11704.17188,11704.17188,93633.375
27804000,11387.60938,11387.60938,11387.60938,11387.60938,11387.60938,11387.60938,11387.60938,11387.60938,91100.875
27804600,11098.34766,11098.34766,11098.34766,11098.34766,11098.34766,11098.34766,11098.34766,11098.34766,88786.78125
27805200,10832.08984,10832.08984,10832.08984,10832.08984,10832.08984,10832.08984,10832.08984,10832.08984,86656.71875
27805800,10585.53516,10585.53516,10585.53516,10585.53516,10585.53516,10585.53516,10585.53516,10585.53516,84684.28125
27806400,10356.17871,10356.17871,10356.17871,10356.17871,10356.17871,10356.17871,10356.17871,10356.17871,82849.42969
27807000,10142.3418,10142.3418,10142.3418,10142.3418,10142.3418,10142.3418,10142.3418,10142.3418,81138.73438
27807600,9942.391602,9942.391602,9942.391602,9942.391602,9942.391602,9942.391602,9942.391602,9942.391602,79539.13281
27808200,9754.838867,9754.838867,9754.838867,9754.838867,9754.838867,9754.838867,9754.838867,9754.838867,78038.71094
27808800,9578.544922,9578.544922,9578.544922,9578.544922,9578.544922,9578.544922,9578.544922,9578.544922,76628.35938
27809400,9412.692383,9412.692383,9412.692383,9412.692383,9412.692383,9412.692383,9412.692383,9412.692383,75301.53906
27810000,9256.685547,9256.685547,9256.685547,9256.685547,9256.685547,9256.685547,9256.685547,9256.685547,74053.48438
27810600,9112.370117,9112.370117,9112.370117,9112.370117,9112.370117,9112.370117,9112.370117,9112.370117,72898.96094
27811200,8980.679688,8980.679688,8980.679688,8980.679688,8980.679688,8980.679688,8980.679688,8980.679688,71845.4375
27811800,8858.208984,8858.208984,8858.208984,8858.208984,8858.208984,8858.208984,8858.208984,8858.208984,70865.67188
27812400,8740.78125,8740.78125,8740.78125,8740.78125,8740.78125,8740.78125,8740.78125,8740.78125,69926.25
27813000,8623.72168,8623.72168,8623.72168,8623.72168,8623.72168,8623.72168,8623.72168,8623.72168,68989.77344
27813600,9218.820313,9218.820313,9218.820313,9218.820313,9218.820313,9218.820313,9218.820313,9218.820313,73750.5625
27814200,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,79485.28906
27814800,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,79485.28906
27815400,7842.789063,7842.789063,7842.789063,7842.789063,7842.789063,7842.789063,7842.789063,7842.789063,62742.3125
27816000,7431.04541,7431.04541,7431.04541,7431.04541,7431.04541,7431.04541,7431.04541,7431.04541,59448.36328
27816600,7111.67041,7111.67041,7111.67041,7111.67041,7111.67041,7111.67041,7111.67041,7111.67041,56893.36328
27817200,6846.056641,6846.056641,6846.056641,6846.056641,6846.056641,6846.056641,6846.056641,6846.056641,54768.45312
27817800,6619.846191,6619.846191,6619.846191,6619.846191,6619.846191,6619.846191,6619.846191,6619.846191,52958.76953
27818400,6423.668457,6423.668457,6423.668457,6423.668457,6423.668457,6423.668457,6423.668457,6423.668457,51389.34766
27819000,6250.278809,6250.278809,6250.278809,6250.278809,6250.278809,6250.278809,6250.278809,6250.278809,50002.23047
27819600,6094.29541,6094.29541,6094.29541,6094.29541,6094.29541,6094.29541,6094.29541,6094.29541,48754.36328
27820200,5951.729492,5951.729492,5951.729492,5951.729492,5951.729492,5951.729492,5951.729492,5951.729492,47613.83594
27820800,5819.560547,5819.560547,5819.560547,5819.560547,5819.560547,5819.560547,5819.560547,5819.560547,46556.48438
27821400,5697.319824,5697.319824,5697.319824,5697.319824,5697.319824,5697.319824,5697.319824,5697.319824,45578.55859
27822000,5585.491211,5585.491211,5585.491211,5585.491211,5585.491211,5585.491211,5585.491211,5585.491211,44683.92969
27822600,5482.668945,5482.668945,5482.668945,5482.668945,5482.668945,5482.668945,5482.668945,5482.668945,43861.35156
27823200,5387.212402,5387.212402,5387.212402,5387.212402,5387.212402,5387.212402,5387.212402,5387.212402,43097.69922
27823800,5297.343262,5297.343262,5297.343262,5297.343262,5297.343262,5297.343262,5297.343262,5297.343262,42378.74609
27824400,5211.198242,5211.198242,5211.198242,5211.198242,5211.198242,5211.198242,5211.198242,5211.198242,41689.58594
27825000,5127.736816,5127.736816,5127.736816,5127.736816,5127.736816,5127.736816,5127.736816,5127.736816,41021.89453
27825600,5047.172363,5047.172363,5047.172363,5047.172363,5047.172363,5047.172363,5047.172363,5047.172363,40377.37891
27826200,4969.398438,4969.398438,4969.398438,4969.398438,4969.398438,4969.398438,4969.398438,4969.398438,39755.1875
27826800,4894.394043,4894.394043,4894.394043,4894.394043,4894.394043,4894.394043,4894.394043,4894.394043,39155.15234
